"source_path","source_root","source_state","category","copied","notes"
".agents/skills/impeccable/scripts/context-signals.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/context.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/critique-storage.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detect-csp.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detect.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/browser/injected/index.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/cli/main.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/design-system.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/detect-antipatterns-browser.js","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/detect-antipatterns.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/engines/browser/detect-url.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/engines/regex/detect-text.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/engines/static-html/detect-html.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/engines/visual/screenshot-contrast.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/findings.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/node/file-system.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/profile/profiler.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/registry/antipatterns.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/rules/checks.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/shared/color.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/shared/constants.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/shared/fonts.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/shared/inline-ignores.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/detector/shared/page.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/doctor.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/embed-prompt.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/generate-image.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/hook-admin.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/hook-before-edit.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/hook-lib.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/hook.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/artifact-schema.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/composition-catalog.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/concept-catalog.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/design-parser.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/impeccable-config.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/impeccable-paths.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/is-generated.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/provider.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/staleness-deep.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/staleness-notice.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/staleness.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/surface-briefs.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/target-args.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/target-slug.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/lib/template-extensions.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-accept.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-browser-dom.js","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-browser-session.js","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-browser.js","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-commit-manual-edits.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-complete.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-copy-edit-agent.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-discard-manual-edits.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-inject.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-insert.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-manual-edit-evidence.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-poll.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-resume.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-server.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-status.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-target.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live-wrap.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/accept-css.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/accept-verify.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/browser-script-parts.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/completion.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/event-validation.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/astro.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/detect-utils.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/index.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/journal.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/nextjs.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/nuxt.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/script-src.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/static-html.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/sveltekit.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/tag-strategy.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/tanstack-start.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/frameworks/vite-generic.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/generation-preflight.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/insert-ui.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/instructions.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/manual-apply.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/manual-edit-routes.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/manual-edits-buffer.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/poll-lanes.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/roots.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/session-store.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/source-lock.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/source-search.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/svelte-ast.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/svelte-component.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/sveltekit-adapter.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/tanstack-adapter.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/ui-core.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/live/vocabulary.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/modern-screenshot.umd.js","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/palette.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/pin.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/serve-question.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/impeccable/scripts/surface-brief.mjs","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/improve-animations/AUDIT.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/improve-animations/PLAN-TEMPLATE.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/improve-animations/SKILL.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/interface-design/SKILL.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/interface-design/agents/openai.yaml","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/review-animations/SKILL.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/review-animations/STANDARDS.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/SKILL.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/agents/openai.yml","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/assets/shadcn-small.png","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/assets/shadcn.png","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/cli.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/customization.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/evals/evals.json","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/mcp.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/registry.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/base-vs-radix.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/chat.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/composition.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/forms.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/icons.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/shadcn/rules/styling.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/SKILL.md","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/app-interface.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/charts.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/colors.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/google-fonts.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/icons.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/landing.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/motion.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/products.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/react-performance.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/angular.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/astro.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/avalonia.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/flutter.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/html-tailwind.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/javafx.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/jetpack-compose.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/laravel.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/nextjs.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/nuxt-ui.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/nuxtjs.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/react-native.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
".agents/skills/ui-ux-pro-max/data/stacks/react.csv","canonical","user_added_canonical","tooling","user_added","User-confirmed canonical tooling addition on 2026-07-30"
